event_candidate_id,event_id,story_id,story_name,global_sent_id,sent_id,sentence,predicate_raw,predicate,predicate_normalized,normalized_predicate,predicate_index,predicate_pos,predicate_semantic_class,event_content_class_l1,event_content_class_l2,event_semantic_value,event_acceptance_tier,event_acceptance_reason,semantic_mapping_source,semantic_mapping_confidence,behavior_evidence_count,compound_group_id,compound_type,merged_token_indices,serial_verb_group_id,serial_relation_candidate,subject_text,object_text,time_text,location_text,instrument_text,goal_text,modal_marker,is_modal_only,negation_marker,negated,is_negation_only,causative_marker,causer_text,causee_text,embedded_predicate,is_copula_light,is_directional_fragment,is_attribute_non_event,is_causative_marker_only,event_assertion,state_change_applicable,participant_state_polarity,event_state_polarity,state_target_slot,state_trigger,state_scope_text,state_confidence,predicate_validity_score,argument_completeness_score,boundary_reliability_score,semantic_specificity_score,state_evidence_score,event_confidence,event_check_level,accept_decision,rejection_reason,penalty_reasons,srl_args_json,dep_evidence_json,quality_flags,v1_baseline_reference
EC0004842,EV2_0000804,F0041,一根了不起的木棍,945,14,”枪又“笃笃笃”地跳出工厂大门，来到大街上，看见有一个警察站在那儿，它跳上前去说：“警察先生，我是挺威风、最神气的枪，我能帮你于一番大事业。,说,说,说,说,27,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,27,,0,,“警察先生，我是挺威风、最神气的枪，我能帮你于一番大事业,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""“警察先生，我是挺威风、最神气的枪，我能帮你于一番大事业"",29,50]]","{""children"":[{""index"":28,""word"":""："",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004846,EV2_0000805,F0041,一根了不起的木棍,945,14,”枪又“笃笃笃”地跳出工厂大门，来到大街上，看见有一个警察站在那儿，它跳上前去说：“警察先生，我是挺威风、最神气的枪，我能帮你于一番大事业。,帮,帮,帮,帮,45,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,45,,0,我,你,,,,于一番大事业,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A1"",""你"",46,46],[""A2"",""于一番大事业"",47,50]]","{""children"":[{""index"":43,""word"":""我"",""label"":""SBV""},{""index"":44,""word"":""能"",""label"":""ADV""},{""index"":46,""word"":""你"",""label"":""DBL""},{""index"":47,""word"":""于"",""label"":""CMP""},{""index"":50,""word"":""事业"",""label"":""VOB""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004849,EV2_0000806,F0041,一根了不起的木棍,946,15,”警察看看枪，笑着说：“我用红绿灯指挥车辆来往，让每一辆车都平安地到达它们要去的地方，这就是我干的大事业。,说,说,说,说,7,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,7,,0,警察,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""警察"",1,1]]","{""children"":[{""index"":8,""word"":""："",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004859,EV2_0000807,F0041,一根了不起的木棍,947,16,”“我能找到用得着我的地方的。,找到,找到,找到,找到,3,v,正向变化/改善,PERCEPTION_DISCOVERY,DISCOVERY,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；has_compound_or_complement；predicate_not_light；high_event_confidence,seed_lexicon,0.95,5,CG0004_找到,result_complement,3,,0,我,用得着我的地方的,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,OBJ,找到,我能找到用得,0.8,0.9,0.9,0.9,0.9,0.8,0.885,high,accepted,,,"[[""A0"",""我"",1,1],[""A1"",""用得着我的地方的"",4,10]]","{""children"":[{""index"":0,""word"":""”“"",""label"":""WP""},{""index"":1,""word"":""我"",""label"":""SBV""},{""index"":2,""word"":""能"",""label"":""ADV""},{""index"":4,""word"":""用"",""label"":""COO""},{""index"":11,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004864,EV2_0000808,F0041,一根了不起的木棍,948,17,”枪又用一只脚“笃笃笃”地向前跳去。,跳,跳,跳,跳,14,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,2,,,14,,0,”枪,,,向前,,向前,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""”枪"",0,1],[""ARGM-ADV"",""又用一只脚“笃笃笃”地"",2,11],[""ARGM-DIR"",""向前"",12,13]]","{""children"":[{""index"":3,""word"":""用"",""label"":""ADV""},{""index"":12,""word"":""向"",""label"":""ADV""},{""index"":15,""word"":""去"",""label"":""CMP""},{""index"":16,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004882,EV2_0000809,F0041,一根了不起的木棍,954,23,有拖拉机帮我耕地，有肥料帮助苗儿长大，还要你帮什么忙呢？,帮,帮,帮,帮,2,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,2,,0,拖拉机,我,,,,耕地,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""拖拉机"",1,1],[""A1"",""我"",3,3],[""A2"",""耕地"",4,4]]","{""children"":[{""index"":1,""word"":""拖拉机"",""label"":""SBV""},{""index"":3,""word"":""我"",""label"":""DBL""},{""index"":4,""word"":""耕地"",""label"":""VOB""},{""index"":5,""word"":""，"",""label"":""WP""},{""index"":6,""word"":""有"",""label"":""COO""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0004884,EV2_0000810,F0041,一根了不起的木棍,954,23,有拖拉机帮我耕地，有肥料帮助苗儿长大，还要你帮什么忙呢？,帮助,帮助,帮助,帮助,8,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,seed_lexicon,0.95,3,,,8,,0,,苗儿,,,,长大,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""苗儿"",9,9],[""A2"",""长大"",10,10]]","{""children"":[{""index"":9,""word"":""苗儿"",""label"":""DBL""},{""index"":10,""word"":""长大"",""label"":""VOB""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0004885,EV2_0000811,F0041,一根了不起的木棍,954,23,有拖拉机帮我耕地，有肥料帮助苗儿长大，还要你帮什么忙呢？,长大,长大,长大,长大,10,v,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,10,,0,苗儿,,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""苗儿"",9,9]]","{""children"":[]}",question_or_inquiry,03_event_candidates_formal.csv
EC0004887,EV2_0000812,F0041,一根了不起的木棍,954,23,有拖拉机帮我耕地，有肥料帮助苗儿长大，还要你帮什么忙呢？,帮,帮,帮,帮,14,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,14,,0,你,什么忙,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""你"",13,13],[""A1"",""什么忙"",15,16]]","{""children"":[{""index"":13,""word"":""你"",""label"":""SBV""},{""index"":15,""word"":""什么"",""label"":""VOB""},{""index"":16,""word"":""忙"",""label"":""VOB""},{""index"":17,""word"":""呢"",""label"":""RAD""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0004890,EV2_0000813,F0041,一根了不起的木棍,955,24,”农民用手指指远方的高山，告诉枪说，“那里有一位猎人，或许他需要你干点什么。,告诉,告诉,告诉,告诉,9,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,9,,0,,枪,,,,枪,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A2"",""枪"",10,10]]","{""children"":[{""index"":10,""word"":""枪"",""label"":""VOB""},{""index"":11,""word"":""说"",""label"":""COO""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004891,EV2_0000814,F0041,一根了不起的木棍,955,24,”农民用手指指远方的高山，告诉枪说，“那里有一位猎人，或许他需要你干点什么。,说,说,说,说,11,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,11,,0,,“那里有一位猎人，或许他需要你干点什么,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""“那里有一位猎人，或许他需要你干点什么"",13,26]]","{""children"":[{""index"":12,""word"":""，"",""label"":""WP""},{""index"":15,""word"":""有"",""label"":""VOB""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004897,EV2_0000815,F0041,一根了不起的木棍,957,26,”枪就向高山跳去。,跳,跳,跳,跳,5,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,2,,,5,,0,”枪,,,向高山,,向高山,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""”枪"",0,1],[""ARGM-ADV"",""就"",2,2],[""ARGM-DIR"",""向高山"",3,4]]","{""children"":[{""index"":1,""word"":""枪"",""label"":""SBV""},{""index"":2,""word"":""就"",""label"":""ADV""},{""index"":3,""word"":""向"",""label"":""ADV""},{""index"":6,""word"":""去"",""label"":""CMP""},{""index"":7,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004899,EV2_0000816,F0041,一根了不起的木棍,958,27,枪走了许多许多路，才来到猎入家的门口。,走,走,走,走,1,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,4,,,1,,0,枪,许多许多路,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""枪"",0,0],[""A1"",""许多许多路"",3,5]]","{""children"":[{""index"":0,""word"":""枪"",""label"":""SBV""},{""index"":2,""word"":""了"",""label"":""RAD""},{""index"":5,""word"":""路"",""label"":""VOB""},{""index"":6,""word"":""，"",""label"":""WP""},{""index"":8,""word"":""来到"",""label"":""COO""},{""index"":13,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0004904,EV2_0000817,F0041,一根了不起的木棍,960,29,”枪一头撞进了猎人家的门，威风凛凛地站在猎人面前。,撞,撞,撞,撞,3,v,攻击/致害,PHYSICAL_ACTION,HARMFUL_ACTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,3,,0,”枪,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""”枪"",0,1],[""ARGM-ADV"",""一头"",2,2]]","{""children"":[{""index"":1,""word"":""枪"",""label"":""SBV""},{""index"":2,""word"":""一头"",""label"":""ADV""},{""index"":4,""word"":""进"",""label"":""CMP""},{""index"":9,""word"":""，"",""label"":""WP""},{""index"":12,""word"":""站"",""label"":""COO""},{""index"":16,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004909,EV2_0000818,F0041,一根了不起的木棍,961,30,猎人的眼睛里放出了光芒，他上上下下打量着这杆枪，好一会儿，突然问它：“你要我干什么呢？,问,问,问,问,19,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,19,,0,,它,,,,它,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-ADV"",""突然"",18,18],[""A2"",""它"",20,20],[""A1"",""你要我干什么呢"",23,28]]","{""children"":[{""index"":16,""word"":""好一会儿"",""label"":""ADV""},{""index"":18,""word"":""突然"",""label"":""ADV""},{""index"":20,""word"":""它"",""label"":""IOB""},{""index"":21,""word"":""："",""label"":""WP""},{""index"":24,""word"":""要"",""label"":""VOB""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004912,EV2_0000819,F0041,一根了不起的木棍,962,31,”“打老虎，打狼呀。,打,打,打,打,1,v,攻击/致害,PHYSICAL_ACTION,HARMFUL_ACTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,1,,0,,老虎,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""老虎"",2,2]]","{""children"":[{""index"":0,""word"":""”“"",""label"":""WP""},{""index"":2,""word"":""老虎"",""label"":""VOB""},{""index"":3,""word"":""，"",""label"":""WP""},{""index"":4,""word"":""打"",""label"":""COO""},{""index"":7,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004913,EV2_0000820,F0041,一根了不起的木棍,962,31,”“打老虎，打狼呀。,打,打,打,打,4,v,攻击/致害,PHYSICAL_ACTION,HARMFUL_ACTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,4,,0,,狼,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""狼"",5,5]]","{""children"":[{""index"":5,""word"":""狼"",""label"":""VOB""},{""index"":6,""word"":""呀"",""label"":""RAD""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004914,EV2_0000821,F0041,一根了不起的木棍,963,32,”枪用很响的声音回答。,回答,回答,回答,回答,7,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,7,,0,,枪,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,[],"{""children"":[{""index"":1,""word"":""枪"",""label"":""FOB""},{""index"":2,""word"":""用"",""label"":""ADV""},{""index"":8,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004921,EV2_0000822,F0041,一根了不起的木棍,964,33,猎入忽然皱了一下眉头，说：“老虎和狼都生活得好好的，我为什么要去打它们呢。,打,打,打,打,23,v,攻击/致害,PHYSICAL_ACTION,HARMFUL_ACTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,23,,0,我,它们,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""我"",19,19],[""ARGM-ADV"",""为什么"",20,20],[""A1"",""它们"",24,24]]","{""children"":[{""index"":22,""word"":""去"",""label"":""ADV""},{""index"":24,""word"":""它们"",""label"":""VOB""},{""index"":25,""word"":""呢"",""label"":""RAD""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004931,EV2_0000823,F0041,一根了不起的木棍,971,40,它看看东，看看西，看看南，看看北，不知到哪儿去才好？,看,看,看,看,7,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,7,,0,,看南,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""看南"",8,9]]","{""children"":[{""index"":8,""word"":""看"",""label"":""VOB""},{""index"":9,""word"":""南"",""label"":""VOB""}]}",question_or_inquiry,03_event_candidates_formal.csv
EC0004932,EV2_0000824,F0041,一根了不起的木棍,971,40,它看看东，看看西，看看南，看看北，不知到哪儿去才好？,看,看,看,看,8,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,8,,0,,南,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""南"",9,9]]","{""children"":[]}",question_or_inquiry,03_event_candidates_formal.csv
EC0004945,EV2_0000825,F0041,一根了不起的木棍,976,45,”“哈哈哈，我终于找到地方啦。,找到,找到,找到,找到,5,v,正向变化/改善,PERCEPTION_DISCOVERY,DISCOVERY,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；has_compound_or_complement；predicate_not_light；high_event_confidence,seed_lexicon,0.95,5,CG0006_找到,result_complement,5,,0,我,地方,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,OBJ,找到,我终于找到地方啦,0.8,0.9,0.9,0.9,0.9,0.8,0.885,high,accepted,,,"[[""A0"",""我"",3,3],[""ARGM-ADV"",""终于"",4,4],[""A1"",""地方"",6,6]]","{""children"":[{""index"":1,""word"":""哈哈哈"",""label"":""ADV""},{""index"":3,""word"":""我"",""label"":""SBV""},{""index"":4,""word"":""终于"",""label"":""ADV""},{""index"":6,""word"":""地方"",""label"":""VOB""},{""index"":7,""word"":""啦"",""label"":""RAD""},{""index"":8,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004947,EV2_0000826,F0041,一根了不起的木棍,977,46,”枪“笃”地跳进门，大声问站在它身边的一群小姑娘，“你们喜欢我吗？,跳进,跳进,跳进,跳进,6,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,5,CG0007_跳进,directional_complement,"6,7",,0,枪,门,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""ARGM-ADV"",""”枪“笃”地"",0,5],[""A1"",""门"",8,8]]","{""children"":[{""index"":1,""word"":""枪"",""label"":""SBV""},{""index"":7,""word"":""进"",""label"":""CMP""},{""index"":9,""word"":""，"",""label"":""WP""},{""index"":11,""word"":""问"",""label"":""COO""},{""index"":20,""word"":""，"",""label"":""WP""},{""index"":23,""word"":""喜欢"",""label"":""COO""},{""index"":26,""word"":""？"",""label"":""WP""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004949,EV2_0000827,F0041,一根了不起的木棍,977,46,”枪“笃”地跳进门，大声问站在它身边的一群小姑娘，“你们喜欢我吗？,问,问,问,问,11,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,11,,0,,站在它身边的一群小姑娘,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-ADV"",""大声"",10,10],[""A1"",""站在它身边的一群小姑娘"",12,19]]","{""children"":[{""index"":10,""word"":""大声"",""label"":""ADV""},{""index"":12,""word"":""站"",""label"":""VOB""},{""index"":19,""word"":""小姑娘"",""label"":""VOB""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004951,EV2_0000828,F0041,一根了不起的木棍,977,46,”枪“笃”地跳进门，大声问站在它身边的一群小姑娘，“你们喜欢我吗？,喜欢,喜欢,喜欢,喜欢,23,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,23,,0,你们,我,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""你们"",22,22],[""A1"",""我"",24,24]]","{""children"":[{""index"":21,""word"":""“"",""label"":""WP""},{""index"":22,""word"":""你们"",""label"":""SBV""},{""index"":24,""word"":""我"",""label"":""VOB""},{""index"":25,""word"":""吗"",""label"":""RAD""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004954,EV2_0000829,F0041,一根了不起的木棍,978,47,”小姑娘们忽闪着大大的眼睛，齐声回答：“可我们不喜欢。,喜欢,喜欢,喜欢,喜欢,16,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,16,,0,我们,,,,,,,0,不,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-DIS"",""可"",13,13],[""A0"",""我们"",14,14],[""ARGM-ADV"",""不"",15,15]]","{""children"":[{""index"":12,""word"":""“"",""label"":""WP""},{""index"":13,""word"":""可"",""label"":""ADV""},{""index"":14,""word"":""我们"",""label"":""SBV""},{""index"":15,""word"":""不"",""label"":""ADV""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004956,EV2_0000830,F0041,一根了不起的木棍,979,48,”枪接着又问：“你们喜欢什么呢？,问,问,问,问,4,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,4,,0,枪,喜欢,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""ARGM-DIS"",""接着"",2,2],[""ARGM-DIS"",""又"",3,3]]","{""children"":[{""index"":1,""word"":""枪"",""label"":""SBV""},{""index"":2,""word"":""接着"",""label"":""ADV""},{""index"":3,""word"":""又"",""label"":""ADV""},{""index"":5,""word"":""："",""label"":""WP""},{""index"":8,""word"":""喜欢"",""label"":""VOB""},{""index"":11,""word"":""？"",""label"":""WP""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004957,EV2_0000831,F0041,一根了不起的木棍,979,48,”枪接着又问：“你们喜欢什么呢？,喜欢,喜欢,喜欢,喜欢,8,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,8,,0,你们,什么,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""你们"",7,7],[""A1"",""什么"",9,9]]","{""children"":[{""index"":6,""word"":""“"",""label"":""WP""},{""index"":7,""word"":""你们"",""label"":""SBV""},{""index"":9,""word"":""什么"",""label"":""VOB""},{""index"":10,""word"":""呢"",""label"":""RAD""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0004958,EV2_0000832,F0041,一根了不起的木棍,980,49,”“喜欢跳舞。,喜欢,喜欢,喜欢,喜欢,1,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,1,,0,,跳舞,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""跳舞"",2,2]]","{""children"":[{""index"":0,""word"":""”“"",""label"":""WP""},{""index"":2,""word"":""跳舞"",""label"":""VOB""},{""index"":3,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0004961,EV2_0000833,F0041,一根了不起的木棍,981,50,”小姑娘的声音像一支甜甜的歌，在幼儿园上空飞来飞去。,飞,飞,飞,飞,13,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,2,,,13,,0,小姑娘的声音,,,在幼儿园上空,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""小姑娘的声音"",1,3],[""ARGM-LOC"",""在幼儿园上空"",10,12]]","{""children"":[{""index"":4,""word"":""像"",""label"":""ADV""},{""index"":10,""word"":""在"",""label"":""ADV""},{""index"":14,""word"":""来"",""label"":""CMP""},{""index"":15,""word"":""飞"",""label"":""COO""},{""index"":17,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
