pair_id,story_id,event1_id,event2_id,weak_label,weak_label_source,weak_label_confidence,sentence_context
PV3_0000013,F0002,EV2_0000027,EV2_0000029,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,哎，哎…” 废铁悲天悯人的神态，终于激恼了煤渣，它不客气地说道： “据我所看，老弟，你应该回炉才行，不要老在这儿说风凉话了，其实，我也没有时间听你的感叹。
PV3_0000025,F0004,EV2_0000039,EV2_0000040,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,在不利的情况下，仍不放弃心中的目标，在别人看来似乎不可能的事情上，仍不放弃做出积极的努力，这就是吴鹰在这次应聘中取胜的原因，也是他今后人生成功的一个法宝。 成功，有时需要一种笨笨的坚持。
PV3_0000027,F0004,EV2_0000045,EV2_0000048,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,终于有一天，一个常去公园的大老板对原一平的微笑发生了兴趣，他不明白一个吃不饱饭的人为什么总是那么快乐，于是便和他交谈起来，最终被原一平的微笑所感动，愉快地答应买下一份保单，这是原一平做下的第一笔业务。 后来，这位大老板又把原一平介绍给许多商场上的朋友，原一平的微笑感染了越来越多的人，他的业务越做越大，终于在日本创下了保险业务的最高纪录。
PV3_0000098,F0007,EV2_0000115,EV2_0000117,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,母亲听了摇摇头，说，我年龄大了，上下楼不方便，还是现在的“窝”最好。 二姐说，她最近在学开车，等拿到驾照，就买一辆车，周末带母亲去郊外兜兜风。
PV3_0000099,F0007,EV2_0000115,EV2_0000118,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,母亲听了摇摇头，说，我年龄大了，上下楼不方便，还是现在的“窝”最好。 二姐说，她最近在学开车，等拿到驾照，就买一辆车，周末带母亲去郊外兜兜风。
PV3_0000125,F0008,EV2_0000140,EV2_0000143,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” “妈咪，我一直希望长大后能成为消防队员。 ” 母亲强忍悲伤，微笑着说：“我来想想看能不能让你的愿望成真。
PV3_0000165,F0010,EV2_0000203,EV2_0000204,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,很快，这件事情被楚国县令知道了，他既感激、高兴，又自愧不如魏国县令。 他把这些情况写下来报告给了楚王，楚王也同样很受感动，同时也深感惭愧和不安。
PV3_0000240,F0015,EV2_0000279,EV2_0000280,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,１．误会： 早年在美国阿拉斯加地方，有一对年轻人结婚，婚后生育，他的太太因难产而死，遗下一孩子。 他忙生活，又忙于看家，因没有人帮忙看孩子，就训练一只狗，那狗聪明听话，能照顾小孩，咬着奶瓶喂奶给孩子喝，抚养孩子。
PV3_0000241,F0015,EV2_0000279,EV2_0000281,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,１．误会： 早年在美国阿拉斯加地方，有一对年轻人结婚，婚后生育，他的太太因难产而死，遗下一孩子。 他忙生活，又忙于看家，因没有人帮忙看孩子，就训练一只狗，那狗聪明听话，能照顾小孩，咬着奶瓶喂奶给孩子喝，抚养孩子。
PV3_0000242,F0015,EV2_0000279,EV2_0000282,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,１．误会： 早年在美国阿拉斯加地方，有一对年轻人结婚，婚后生育，他的太太因难产而死，遗下一孩子。 他忙生活，又忙于看家，因没有人帮忙看孩子，就训练一只狗，那狗聪明听话，能照顾小孩，咬着奶瓶喂奶给孩子喝，抚养孩子。
PV3_0000253,F0015,EV2_0000289,EV2_0000291,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,他把房门开一看，到处是血，抬头一望，床上也是血，孩子不见了，狗在身边，满口也是血，主人发现这种情形，以为狗性发作，把孩子吃掉了，大怒之下，拿起刀来向着狗头一劈，把狗杀死了。 之后，忽然听到孩子的声音，又见他从床下爬了出来，于是抱起孩子；
PV3_0000255,F0015,EV2_0000294,EV2_0000297,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,２．钉子： 有一个男孩有着很坏的脾气，于是他的父亲就给了他一袋钉子； 并且告诉他，每当他发脾气的时候就钉一根钉子在后院的围篱上。
PV3_0000276,F0016,EV2_0000319,EV2_0000320,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,整个王宫里的人都跟着国王和公主一起高兴，三兄弟却闹起了矛盾。 “公主应该嫁给我。
PV3_0000322,F0023,EV2_0000415,EV2_0000416,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,他们高兴地答应一定去。
PV3_0000346,F0026,EV2_0000473,EV2_0000474,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,老人连忙安慰道：“千万别哭，眼睛都哭得出血了，再哭就瞎了，那就更划不来了。
PV3_0000364,F0026,EV2_0000472,EV2_0000475,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,老人连忙安慰道：“千万别哭，眼睛都哭得出血了，再哭就瞎了，那就更划不来了。 ” 老人像他的老祖宗一样也会造字，他便为兔子造了一个字：“冤”。
PV3_0000365,F0026,EV2_0000473,EV2_0000475,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,老人连忙安慰道：“千万别哭，眼睛都哭得出血了，再哭就瞎了，那就更划不来了。 ” 老人像他的老祖宗一样也会造字，他便为兔子造了一个字：“冤”。
PV3_0000366,F0026,EV2_0000474,EV2_0000475,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,老人连忙安慰道：“千万别哭，眼睛都哭得出血了，再哭就瞎了，那就更划不来了。 ” 老人像他的老祖宗一样也会造字，他便为兔子造了一个字：“冤”。
PV3_0000379,F0027,EV2_0000478,EV2_0000479,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,小百灵清了清嗓子，胸有成竹地说：“我给妈妈讲一支最好听最好听的歌。 ” 小喜鹊翘了翘尾巴，快言快语地说：“我打算给妈妈讲一个最有趣最有趣的故事。
PV3_0000481,F0031,EV2_0000564,EV2_0000566,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” “落水的众蚂蚁不要着急害怕，我现在就把我的羽毛拔下来扔给你们当渡船划! ”心灵美乌鸦(一只博爱善良爱助人为乐的灰乌鸦的雅号)大叫着跑出鸟群，它飞快地从自己身上拔下了一撮撮的羽毛扔给了落水的众蚁，然后心灵美乌鸦又飞到水面上叼起一片片趴有落水蚁的羽毛，把它们一个个的都轻轻地放在了平安的河岸上。
PV3_0000482,F0031,EV2_0000564,EV2_0000567,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” “落水的众蚂蚁不要着急害怕，我现在就把我的羽毛拔下来扔给你们当渡船划! ”心灵美乌鸦(一只博爱善良爱助人为乐的灰乌鸦的雅号)大叫着跑出鸟群，它飞快地从自己身上拔下了一撮撮的羽毛扔给了落水的众蚁，然后心灵美乌鸦又飞到水面上叼起一片片趴有落水蚁的羽毛，把它们一个个的都轻轻地放在了平安的河岸上。
PV3_0000502,F0031,EV2_0000588,EV2_0000590,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,乌鸦靠它的美品良质赢得了大家的支持，而你孔雀却因自己的自私臭美失去了大家的赞美，”鹰王顿了顿，又提高嗓门大喊起来：“那种见死不救，在别人遇到危难时一毛不拔的小人，纵使它外表再美也不值得拥护赞美; 能够热情助人，就是它为救人拔光自羽身无一毛，它也是最美最好最值得尊重的最靓丽的鸟!
PV3_0000518,F0032,EV2_0000605,EV2_0000607,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,现在你被困，知道是什么滋味了吧。 只要你开口请求我们一句，我们就帮你回到水中，你要不肯开口，我们可就不管你啦！
PV3_0000519,F0032,EV2_0000605,EV2_0000608,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,现在你被困，知道是什么滋味了吧。 只要你开口请求我们一句，我们就帮你回到水中，你要不肯开口，我们可就不管你啦！
PV3_0000520,F0032,EV2_0000605,EV2_0000609,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,现在你被困，知道是什么滋味了吧。 只要你开口请求我们一句，我们就帮你回到水中，你要不肯开口，我们可就不管你啦！
PV3_0000553,F0034,EV2_0000656,EV2_0000657,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,三个好兄弟掉进了井里。 生命垂危之际，一根绳子垂下，他们同时抓住绳子向上攀爬。
PV3_0000560,F0034,EV2_0000666,EV2_0000669,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,哲学家说：第一个人虽然死了，却还活着； 第三个人虽然活了，但却死了。
PV3_0000561,F0034,EV2_0000667,EV2_0000669,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,哲学家说：第一个人虽然死了，却还活着； 第三个人虽然活了，但却死了。
PV3_0000571,F0035,EV2_0000688,EV2_0000689,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,河马动画成功了。 谈到河马动画成功的秘诀时。
PV3_0000573,F0035,EV2_0000690,EV2_0000693,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,谈到河马动画成功的秘诀时。 徐克总会不忘说上一句：“有梦想，别忘了要坚持下去，别轻言放弃，总有一天会成功!
PV3_0000581,F0036,EV2_0000715,EV2_0000717,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,一天，地狱官带上一个人来，对判官说：“这个人活着的时候杀过人，可是在人世间他侥幸免死，现在也应该偿命了。
PV3_0000590,F0037,EV2_0000722,EV2_0000723,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,一次，楚庄王因为打了大胜仗，十分高兴，便在宫中设盛大晚宴，招待群臣，宫中一片热火朝天。 楚王也兴致高昂，叫出自己最宠爱的妃子许姬，轮流着替群臣斟酒助兴。
PV3_0000598,F0037,EV2_0000736,EV2_0000737,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 那将官跪在庄王阶前，低着头回答说：“3年前，臣在大王宫中酒后失礼，本该处死，可是大王不仅没有追究、问罪，反而还设法保全我的面子，臣深深感动，对大王的恩德牢记在心。 从那时起，我就时刻准备用自己的生命来报答大王的恩德。
PV3_0000603,F0038,EV2_0000754,EV2_0000755,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,努力全都白费了！ 小火山非常非常难过，它低着头，吧嗒吧嗒地掉眼泪。
PV3_0000659,F0041,EV2_0000843,EV2_0000844,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,”小姑娘的心肠是最软的，眼眶里的泪水也贮藏得最多，她们跟着枪哭了起来。 这可把男孩子们急坏了。
PV3_0000681,F0042,EV2_0000884,EV2_0000885,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,“味道好极了！ ”看见爸爸一边擦嘴，一边掏钱包，我就用整个店里都能听到的声音叫了起来：“我爸爸要付钱啦！
PV3_0000682,F0042,EV2_0000884,EV2_0000886,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,“味道好极了！ ”看见爸爸一边擦嘴，一边掏钱包，我就用整个店里都能听到的声音叫了起来：“我爸爸要付钱啦！
PV3_0000683,F0042,EV2_0000890,EV2_0000892,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,电车要是不开就好了。 我慢吞吞地站起来，朝借书的地方走去。
PV3_0000695,F0042,EV2_0000912,EV2_0000913,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,最好的儿子。 他叫狄姆！
PV3_0000705,F0043,EV2_0000929,EV2_0000930,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,它兴奋地往回飞，要把好消息告诉同伴们。
PV3_0000715,F0043,EV2_0000929,EV2_0000931,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,它兴奋地往回飞，要把好消息告诉同伴们。 它计算了一下，这蜜源地离蜂巢不足60米，于是它回到蜂巢，作圆圈状爬行，跳起了美丽的“圆舞”。
PV3_0000716,F0043,EV2_0000929,EV2_0000932,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,它兴奋地往回飞，要把好消息告诉同伴们。 它计算了一下，这蜜源地离蜂巢不足60米，于是它回到蜂巢，作圆圈状爬行，跳起了美丽的“圆舞”。
PV3_0000729,F0044,EV2_0000942,EV2_0000944,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,小母鸡渐渐地长大了，鸡妈妈要教它学习怎样捉虫子。 在鸡妈妈的带领下，它们来到草地上，只见鸡妈妈站在草地里一动不动，小母鸡被草地里的蜻蜓吸引，快乐的追捕起了蜻蜓，一会这跑跑，一会那跳跳。
PV3_0000736,F0044,EV2_0000955,EV2_0000957,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 小母鸡生气的说：“可是我根本捉不到虫子。 ” 鸡妈妈严厉的斥责小母鸡说：“像你这样不专心，一会这跑跑，一会那跳跳的，三心二意怎么会捉的住虫子。
PV3_0000761,F0046,EV2_0000981,EV2_0000983,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 儿子听了很高兴，心想，如果要比谁先跑到那棵树，肯定是父亲赢，但要是比谁走出的路线更直，那可就不一定了。 所以他十分小心地走着，一直死死盯着自己的双脚，然后将一只脚慢慢放到另一只脚前面，就这样，好不容易才走到梅树旁。
PV3_0000776,F0048,EV2_0001004,EV2_0001005,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,当然，好桶子对自己能够送满整桶水感到很自豪。
PV3_0000779,F0048,EV2_0001013,EV2_0001014,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,挑水夫替破桶子感到难过，他满有爱心地说：“我们回到主人家的路上，我要你留意路旁盛开的花朵。
PV3_0000784,F0048,EV2_0001011,EV2_0001014,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,”破桶子说。 挑水夫替破桶子感到难过，他满有爱心地说：“我们回到主人家的路上，我要你留意路旁盛开的花朵。
PV3_0000785,F0048,EV2_0001011,EV2_0001015,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,”破桶子说。 挑水夫替破桶子感到难过，他满有爱心地说：“我们回到主人家的路上，我要你留意路旁盛开的花朵。
PV3_0000789,F0048,EV2_0001013,EV2_0001016,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,挑水夫替破桶子感到难过，他满有爱心地说：“我们回到主人家的路上，我要你留意路旁盛开的花朵。 ” 果真，他们走在山坡上，破桶子眼前一亮，看到缤纷的花朵，开满路的一旁，沐浴在温暖的阳光之下，这景象使他开心了很多！
PV3_0000791,F0048,EV2_0001013,EV2_0001018,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,挑水夫替破桶子感到难过，他满有爱心地说：“我们回到主人家的路上，我要你留意路旁盛开的花朵。 ” 果真，他们走在山坡上，破桶子眼前一亮，看到缤纷的花朵，开满路的一旁，沐浴在温暖的阳光之下，这景象使他开心了很多！
PV3_0000854,F0050,EV2_0001077,EV2_0001080,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,几天之后，他走累了，发现路边有家旅馆，他打算住一夜，付过房钱之后，他躺下睡了。 睡梦中，他被一声惨叫惊醒，他跳了起来，走到门口，想看看发生了什么事，刚刚打开门，他想起了第二条忠告，于是回到床上继续睡觉。
PV3_0000855,F0050,EV2_0001077,EV2_0001081,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,几天之后，他走累了，发现路边有家旅馆，他打算住一夜，付过房钱之后，他躺下睡了。 睡梦中，他被一声惨叫惊醒，他跳了起来，走到门口，想看看发生了什么事，刚刚打开门，他想起了第二条忠告，于是回到床上继续睡觉。
PV3_0000868,F0050,EV2_0001090,EV2_0001091,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,店主说：“您是第一个活着从这里出去的客人。 我的独子有疯病，他昨晚大叫着引客人出来，然后将他们杀死埋了。
PV3_0000916,F0052,EV2_0001150,EV2_0001151,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,戴维为法拉第创造了机会，但是法拉第之所以能成功，最主要还是靠他的勤奋。 他几十年如一日，勤奋工作着，从未停止过他的研究，他失败过，甚至失败得很惨，但他从不服输，跌倒了，再爬起来，一次比一次更用心，一次比一次更勤奋。
PV3_0000917,F0052,EV2_0001150,EV2_0001152,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,戴维为法拉第创造了机会，但是法拉第之所以能成功，最主要还是靠他的勤奋。 他几十年如一日，勤奋工作着，从未停止过他的研究，他失败过，甚至失败得很惨，但他从不服输，跌倒了，再爬起来，一次比一次更用心，一次比一次更勤奋。
PV3_0000922,F0053,EV2_0001159,EV2_0001160,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,”说完就哭了起来。 秋风娃娃心想：我一定要送妮妮一只大蛋糕。
PV3_0000937,F0054,EV2_0001179,EV2_0001181,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 老虎并不知道百兽害怕的正是它自己，反而因此相信了狐狸的谎言。 狐狸不仅躲过了被吃的厄运，而且还在百兽面前大抖了一回威风。
PV3_0000969,F0057,EV2_0001226,EV2_0001227,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,他们行动起来，在外国人集中居住区开蔬菜商店，生意很好，然后，他们就在北京开蔬菜连锁店。 现在，这对农民夫妇从单纯卖菜发展到种菜，专门种外国人爱吃爱买的蔬菜。
PV3_0000970,F0057,EV2_0001226,EV2_0001228,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,他们行动起来，在外国人集中居住区开蔬菜商店，生意很好，然后，他们就在北京开蔬菜连锁店。 现在，这对农民夫妇从单纯卖菜发展到种菜，专门种外国人爱吃爱买的蔬菜。
PV3_0000971,F0057,EV2_0001233,EV2_0001236,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,成功大多是被迫 他们的成功，固然是善于发现，抓住机会，但他们最初从事的职业，都是被迫的。 他们找不到更合适的职业，只好被迫去创业，于是成功了。
PV3_0000978,F0057,EV2_0001237,EV2_0001238,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,他们找不到更合适的职业，只好被迫去创业，于是成功了。 我在批发市场里，从事过批发业务，我发现大多数生意人，都不是本地人，以外地人居多。
PV3_0000982,F0057,EV2_0001245,EV2_0001246,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,加上他们能够轻松的找到体面的职业，获得体面的收入，所以，不愿意风里来、雨里去做小生意，于是，他们失去很多创业的机会。 创业守业同进步 根据我对低学历老板的观察，他们通常经历几个阶段，第一阶段，从事自己并不情愿的职业，一般是做点小生意。
PV3_0000985,F0057,EV2_0001249,EV2_0001250,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,第二阶段，发现一个机会，迅速抓住机会，取得成功。 他们能够抓住机会，不是缘于知道，而是比同道更有悟性。
PV3_0000990,F0058,EV2_0001272,EV2_0001273,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 从此以后，凡是要采取重要措施，大臣们在一起密谋策划的计划、方案，韩昭侯都小心对待，慎之又慎，连晚上睡觉都是独自一人，因为他担心自己在熟睡中说梦话时把计划和策略泄露给别人听见，以至于误了国家大事。
PV3_0000991,F0058,EV2_0001272,EV2_0001274,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 从此以后，凡是要采取重要措施，大臣们在一起密谋策划的计划、方案，韩昭侯都小心对待，慎之又慎，连晚上睡觉都是独自一人，因为他担心自己在熟睡中说梦话时把计划和策略泄露给别人听见，以至于误了国家大事。
PV3_0001055,F0061,EV2_0001316,EV2_0001317,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,5岁时皮特便失去了97%的视力。 虽然将近失明，但他拒绝进入残疾人学校，并争取到了公立学校的就读机会。
PV3_0001060,F0063,EV2_0001349,EV2_0001351,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 听到这里，狼和熊有点害怕了，急忙跑回他们的洞穴去了。
PV3_0001065,F0063,EV2_0001355,EV2_0001356,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,当它们的父母回家来给它们喂食时，它们都嚷道：“我们饿死也不吃，连一只苍蝇的腿也不吃。
PV3_0001079,F0063,EV2_0001349,EV2_0001352,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 听到这里，狼和熊有点害怕了，急忙跑回他们的洞穴去了。 他们一走，这群小山雀就哭着喊着叫开了。
PV3_0001088,F0063,EV2_0001353,EV2_0001355,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,他们一走，这群小山雀就哭着喊着叫开了。 当它们的父母回家来给它们喂食时，它们都嚷道：“我们饿死也不吃，连一只苍蝇的腿也不吃。
PV3_0001089,F0063,EV2_0001353,EV2_0001356,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,他们一走，这群小山雀就哭着喊着叫开了。 当它们的父母回家来给它们喂食时，它们都嚷道：“我们饿死也不吃，连一只苍蝇的腿也不吃。
PV3_0001094,F0063,EV2_0001359,EV2_0001361,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” “我亲爱的，你们放心好了，”鸟王说道，“他会得到应有惩罚的。 ” 他飞到熊的洞穴口，大声叫喊道：“笨熊，你侮辱我的孩子们，真无耻。
PV3_0001172,F0066,EV2_0001493,EV2_0001494,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,它揉揉红红的双眼，开始困了，想不出来了；
PV3_0001186,F0066,EV2_0001482,EV2_0001487,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,小兔子又有个好主意，它在树干上倒立了起来，说：“我爱你到我的脚趾头这么多。 ”大兔子一把抓起小兔子的手，将它抛起来，飞得比它的头还高，说：“我爱你到你的脚趾头这么多。
PV3_0001207,F0066,EV2_0001493,EV2_0001495,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,它揉揉红红的双眼，开始困了，想不出来了； 它抬头看着树丛后面那一大片的黑夜，觉得再也没有任何东西比天空更远的了。
PV3_0001220,F0068,EV2_0001525,EV2_0001526,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,又不忍城破民遭殃。 他左思右想，决定去找钓门港老龙商量。
PV3_0001221,F0068,EV2_0001525,EV2_0001527,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,又不忍城破民遭殃。 他左思右想，决定去找钓门港老龙商量。
PV3_0001233,F0069,EV2_0001557,EV2_0001559,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我不再觉得自己是父母的好孩子，好孩子就不应该让他们老了还要牵挂不得安心。 我也不再感觉自己是个成功的母亲，成功的母亲不会将日子过得这样一塌糊涂。
PV3_0001234,F0069,EV2_0001558,EV2_0001559,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我不再觉得自己是父母的好孩子，好孩子就不应该让他们老了还要牵挂不得安心。 我也不再感觉自己是个成功的母亲，成功的母亲不会将日子过得这样一塌糊涂。
PV3_0001235,F0069,EV2_0001565,EV2_0001566,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,心头一阵难受涌来，我躺在草地上哭了起来。 这么久，还是第一次哭泣，忍了那么久的泪水和悲伤，开始排山倒海涌上来。
PV3_0001260,F0070,EV2_0001619,EV2_0001620,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我没有华丽的别墅，没有名贵的豪车，没有显赫的地位，而我却拥有一份快乐的心境，一个温馨的家； 我没有家财万贯，穿金戴银，却拥有着和睦礼让，互敬互爱的兄弟姐妹。
PV3_0001262,F0070,EV2_0001622,EV2_0001623,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,而我的心灵却满载着生活的温情与人生的快乐。 朋友，敞开你的胸怀吧，你会发现，你也会想我一样，拥有无边的快乐与幸福。
PV3_0001263,F0070,EV2_0001622,EV2_0001624,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,而我的心灵却满载着生活的温情与人生的快乐。 朋友，敞开你的胸怀吧，你会发现，你也会想我一样，拥有无边的快乐与幸福。
PV3_0001309,F0072,EV2_0001680,EV2_0001681,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,村长说，哭啥，老黄升了，喜事哩。 村长劝说着别人，自己竟也落起泪来。
PV3_0001359,F0075,EV2_0001762,EV2_0001763,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,南宋大臣赵鼎出身贫寒，四岁就失去父亲，在母亲抚养和教育下成长。
PV3_0001367,F0075,EV2_0001783,EV2_0001784,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我死了，才可不再连累你们!
PV3_0001371,F0075,EV2_0001783,EV2_0001785,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我死了，才可不再连累你们! ”说罢，他叫儿子取来一面铭旌，在上面书写了一行字。
PV3_0001372,F0075,EV2_0001784,EV2_0001785,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我死了，才可不再连累你们! ”说罢，他叫儿子取来一面铭旌，在上面书写了一行字。
PV3_0001382,F0076,EV2_0001807,EV2_0001808,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,小猪被砸醒了，他痛得跳了起来。
PV3_0001392,F0076,EV2_0001791,EV2_0001793,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,小猪向鸡小姐打招呼：“鸡小姐，你好！ ” 鸡小姐抬起头，一眼看见泥塘里的怪物，她惊叫一声，扔下小红伞慌里慌张地逃跑了。
PV3_0001393,F0076,EV2_0001791,EV2_0001794,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,小猪向鸡小姐打招呼：“鸡小姐，你好！ ” 鸡小姐抬起头，一眼看见泥塘里的怪物，她惊叫一声，扔下小红伞慌里慌张地逃跑了。
PV3_0001400,F0076,EV2_0001799,EV2_0001801,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,小猪跑累了，躺在地上呼噜噜地睡着了。 几只小狗跑过来，他们远远地看见躺在地上的小猪，说：“咱们来玩儿扔炸弹的游戏吧！
PV3_0001463,F0081,EV2_0001892,EV2_0001895,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,"刚出商场,天下起了雨,我们一行中,只有一个女同学带了伞,这时只见老师笑着把那女同学的伞要了过来,给我们出了道即兴的雨中测试题:谁能花最少的钱想最好的方法回到学校,不淋雨就算赢了。 说完,他笑着打开伞,朝我们摆摆手走出了商场大门。"
PV3_0001464,F0081,EV2_0001892,EV2_0001896,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,"刚出商场,天下起了雨,我们一行中,只有一个女同学带了伞,这时只见老师笑着把那女同学的伞要了过来,给我们出了道即兴的雨中测试题:谁能花最少的钱想最好的方法回到学校,不淋雨就算赢了。 说完,他笑着打开伞,朝我们摆摆手走出了商场大门。"
PV3_0001467,F0081,EV2_0001894,EV2_0001895,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,"刚出商场,天下起了雨,我们一行中,只有一个女同学带了伞,这时只见老师笑着把那女同学的伞要了过来,给我们出了道即兴的雨中测试题:谁能花最少的钱想最好的方法回到学校,不淋雨就算赢了。 说完,他笑着打开伞,朝我们摆摆手走出了商场大门。"
PV3_0001468,F0081,EV2_0001894,EV2_0001896,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,"刚出商场,天下起了雨,我们一行中,只有一个女同学带了伞,这时只见老师笑着把那女同学的伞要了过来,给我们出了道即兴的雨中测试题:谁能花最少的钱想最好的方法回到学校,不淋雨就算赢了。 说完,他笑着打开伞,朝我们摆摆手走出了商场大门。"
